Original destination milepost,Original origin milepost,Post-calibration destination milepost ,Post-calibration origin milepost,Traffic Message Channel location codes,Truck Travel Time Reliability Index,Travel Time Index,Traffic Message Channel miles,Highway segment,Corridor number,Corridor name
241.97,242.31,240.294,240.635,105+05176,1.24,1.02,0.35,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
242.31,242.8,240.635,241.086,105P05175,1.1,1.02,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
242.8,244.07,241.086,242.452,105+05175,1.08,1.02,1.28,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
244.07,244.5,242.452,242.855,105P05174,1.05,1.02,0.42,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
244.5,244.82,242.855,243.225,105+05174,1.12,1.02,0.32,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
244.82,245.45,243.225,243.851,105P05173,1.07,1.02,0.67,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
245.45,245.49,243.851,243.976,105P05173,1.07,1.02,0.67,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
245.49,250.27,243.976,248.729,105+05173,1.05,1.01,4.77,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
250.27,250.76,248.729,249.206,105P04730,1.04,1.01,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
250.76,255.51,249.206,253.928,105+04730,1.04,1.01,4.74,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
255.51,256.06,253.928,254.488,105P04729,1.05,1.01,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
256.06,257.01,254.488,255.414,105+04729,1.04,1.01,0.95,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
257.01,257.54,255.414,255.942,105P04728,1.04,1.01,0.53,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
257.54,258.48,255.942,256.82,105+04728,1.05,1.01,0.94,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
258.48,258.87,256.82,257.21,105P04727,1.04,1.01,0.39,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
258.87,259.8,257.21,258.223,105+04727,1.04,1.01,1.03,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
259.8,259.89,258.223,258.317,105+04727,1.04,1.01,1.03,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
259.89,260.22,258.317,258.665,105P04726,1.04,1.01,0.32,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
260.22,260.51,258.665,258.945,105+04726,1.05,1.02,0.29,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
260.51,260.99,258.945,259.38,105P04725,1.04,1.01,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
260.99,261.02,259.38,259.41,105P04725,1.04,1.01,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
261.02,261.56,259.41,259.91,105+04725,1.04,1.01,0.53,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
261.56,261.57,259.91,259.919,105P04724,1.05,1.02,0.31,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
261.57,261.58,259.919,259.923,105P04724,1.05,1.02,0.31,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
261.58,261.87,259.923,260.232,105P04724,1.05,1.02,0.31,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
261.87,262.3,260.232,260.674,105+04724,1.08,1.05,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
262.3,262.54,260.674,260.925,105P04723,1.05,1.02,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
262.54,262.55,260.925,260.922,105P04723,1.05,1.02,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
262.55,262.8,260.922,261.161,105P04723,1.05,1.02,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
262.8,267.29,261.161,265.941,105+04723,1.04,1.01,4.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
267.29,267.63,265.941,266.307,105P04722,1.04,1.02,0.34,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
267.63,267.86,266.307,266.543,105+04722,1.06,1.02,0.24,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
267.86,268.13,266.543,266.827,105P04721,1.05,1.02,0.27,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
268.13,268.59,266.827,267.334,105+04721,1.05,1.02,0.46,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
268.59,268.96,267.334,267.7,105P04720,1.05,1.02,0.38,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
268.96,269.71,267.7,268.533,105+04720,1.06,1.02,0.75,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
269.71,270.18,268.533,269.073,105P04719,1.09,1.02,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
270.18,272.37,269.073,271.314,105+04719,1.4,1.05,2.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
272.37,272.93,271.314,271.823,105P04718,2.78,1.14,0.56,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
272.93,273.42,271.823,272.25,105+04718,2.13,1.15,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
273.42,273.94,272.25,272.707,105P04717,2.45,1.16,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
273.94,274.35,272.707,273.091,105+04717,2.84,1.15,0.41,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
274.35,274.95,273.091,273.566,105P11276,2.83,1.12,0.6,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
274.95,275.41,273.566,273.949,105+11276,2.28,1.1,0.46,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
275.41,275.93,273.949,274.426,105P04716,1.89,1.07,1,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
275.93,275.95,274.426,274.446,105P04716,1.89,1.07,1,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
275.95,276.42,274.446,274.899,105P04716,1.89,1.07,1,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
276.42,276.69,274.899,275.174,105+04716,1.4,1.07,0.27,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
276.69,276.94,275.174,275.425,105P04715,1.33,1.08,0.25,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
276.94,277.09,275.425,275.574,105+04715,1.39,1.1,0.14,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
277.09,277.33,275.574,275.822,105P04714,1.45,1.12,0.36,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
277.33,277.34,275.822,275.834,105P04714,1.45,1.12,0.36,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
277.34,277.45,275.834,275.937,105P04714,1.45,1.12,0.36,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
277.45,277.74,275.937,276.206,105+04714,1.66,1.16,0.29,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
277.74,278.02,276.206,276.496,105P04713,1.89,1.2,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
278.02,278.02,276.496,276.496,105P04713,1.89,1.2,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
278.02,278.25,276.496,276.719,105P04713,1.89,1.2,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
278.25,278.7,276.719,277.159,105+04713,2.31,1.26,0.45,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
278.7,278.89,277.159,277.336,105P04712,2.95,1.33,0.54,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
278.89,279.24,277.336,277.674,105P04712,2.95,1.33,0.54,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
279.24,279.33,277.674,277.777,105+04712,3.57,1.41,0.08,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
279.33,279.62,277.777,278.077,105P04711,5,1.42,1.02,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
279.62,280.12,278.077,278.569,105P04710,5,1.35,1.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
280.12,280.14,278.569,278.594,105P04710,5,1.35,1.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
280.14,280.35,278.594,278.81,105P04710,5,1.35,1.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
280.35,280.46,278.81,278.922,105P04710,5,1.35,1.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
280.46,280.83,278.922,279.291,105P04710,5,1.35,1.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
280.83,281.96,279.291,280.419,105+04710,2.12,1.12,1.13,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
281.96,282.38,280.419,280.845,105P04709,1.44,1.1,0.41,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
282.38,283.19,280.845,281.675,105+04709,1.59,1.11,0.8,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
283.19,283.4,281.675,281.901,105P04708,1.92,1.13,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
283.4,283.62,281.901,282.118,105P04708,1.92,1.13,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
283.62,283.83,282.118,282.327,105+04708,2.08,1.13,0.21,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
283.83,284.07,282.327,282.551,105P04707,2.26,1.14,0.24,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
284.07,285.19,282.551,283.646,105+04707,2.26,1.12,1.11,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
285.19,285.55,283.646,284.015,105P04706,1.85,1.11,0.73,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
285.55,285.56,284.015,284.026,105P04706,1.85,1.11,0.73,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
285.56,285.93,284.026,284.408,105P04706,1.85,1.11,0.73,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
285.93,286.38,284.408,284.846,105+04706,1.99,1.26,0.46,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
286.38,286.6,284.846,285.067,105P04705,2.36,1.23,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
286.6,286.6,285.067,285.067,105P04705,2.36,1.23,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
286.6,286.88,285.067,285.368,105P04705,2.36,1.23,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
286.88,290.46,285.368,288.929,105+04705,3.24,1.2,3.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
290.46,290.74,288.929,289.212,105P04704,5,1.16,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
290.74,290.98,289.212,289.438,105P04704,5,1.16,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
290.98,291.53,289.438,289.973,105+04704,4.22,1.13,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
291.53,291.96,289.973,290.401,105P04703,3.08,1.1,0.7,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
291.96,292.24,290.401,290.71,105P04703,3.08,1.1,0.7,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
292.24,294.07,290.71,292.462,105+04703,1.37,1.05,1.82,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
294.07,294.63,292.462,292.952,105P04702,1.06,1.03,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
294.63,300.45,292.952,298.653,105+04702,1.06,1.02,5.78,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
300.45,300.95,298.653,299.167,105P05172,1.08,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
300.95,302.86,299.167,301.04,105+05172,1.06,1.02,1.9,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
302.86,302.88,301.04,301.051,105+05479,1.04,1.02,1.97,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
302.88,304.84,301.051,303.059,105+05479,1.04,1.02,1.97,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
304.84,305.36,303.059,303.612,105P05478,1.04,1.02,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
305.36,307.76,303.612,306.092,105+05478,1.03,1.02,2.38,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
307.76,308.25,306.092,306.583,105P05477,1.03,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
308.25,310.84,306.583,309.1,105+05477,1.03,1.01,2.57,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
310.84,311.38,309.1,309.623,105P05476,1.04,1.02,0.54,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
311.38,312.87,309.623,311.065,105+05476,1.06,1.02,1.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
312.87,313.18,311.065,311.37,105P05475,1.04,1.02,0.66,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
313.18,313.2,311.37,311.394,105P05475,1.04,1.02,0.66,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
313.2,313.53,311.394,311.724,105P05475,1.04,1.02,0.66,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
313.53,317.2,311.724,315.274,105+05475,1.05,1.02,3.65,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
317.2,317.48,315.274,315.544,105P05474,1.06,1.02,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
317.48,317.49,315.544,315.55,105P05474,1.06,1.02,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
317.49,317.76,315.55,315.816,105P05474,1.06,1.02,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
317.76,319.89,315.816,317.843,105+05474,1.05,1.02,2.11,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
319.89,320.14,317.843,318.105,105P05473,1.06,1.02,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
320.14,320.15,318.105,318.072,105P05473,1.06,1.02,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
320.15,320.37,318.072,318.33,105P05473,1.06,1.02,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
320.37,321.17,318.33,319.099,105+05473,1.05,1.02,0.8,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
321.17,321.61,319.099,319.519,105P05472,1.05,1.02,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
321.61,322.63,319.519,320.5,105+05472,1.06,1.02,1.01,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
322.63,322.83,320.5,320.698,105P05471,1.06,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
322.83,322.84,320.698,320.712,105P05471,1.06,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
322.84,323.12,320.712,320.971,105P05471,1.06,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
323.12,323.57,320.971,321.403,105+05471,1.06,1.03,0.45,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
323.57,323.88,321.403,321.733,105P05470,1.07,1.03,0.3,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
323.88,324.09,321.733,321.912,105+05470,1.08,1.03,0.21,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
324.09,324.29,321.912,322.107,105+05469,1.09,1.03,0.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
324.29,324.55,322.107,322.358,105P05468,1.1,1.03,0.25,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
324.55,324.73,322.358,322.55,105+05468,1.1,1.03,0.18,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
324.73,325.26,322.55,323.22,105P05467,1.14,1.04,0.53,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
325.26,325.56,323.22,323.527,105+05467,1.25,1.05,0.31,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
325.56,325.86,323.527,323.895,105P05466,1.35,1.05,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
325.86,325.87,323.895,323.905,105P05466,1.35,1.05,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
325.87,326.04,323.905,324.101,105P05466,1.35,1.05,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
326.04,327.13,324.101,325.236,105+05466,1.23,1.05,1.24,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.13,327.29,325.236,325.391,105+05487,1.12,1.07,0.16,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.29,327.48,325.391,325.585,105P05465,1.14,1.06,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.48,327.49,325.585,325.61,105P05465,1.14,1.06,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.49,327.74,325.61,325.821,105P05465,1.14,1.06,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.74,327.77,325.821,325.851,105+05465,1.19,1.08,0.03,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.77,327.98,325.851,326.064,105+05464,1.22,1.08,0.24,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
327.98,328.44,326.064,326.508,105P05463,1.3,1.08,0.46,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
328.44,328.94,326.508,327.015,105+05463,1.59,1.09,0.5,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
328.94,329.44,327.015,327.499,105P05462,1.99,1.11,0.5,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
329.44,330.09,327.499,328.138,105+05462,1.93,1.1,0.65,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
330.09,330.65,328.138,328.671,105P05461,1.74,1.09,0.55,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
330.65,331.22,328.671,329.234,105+05461,1.87,1.12,0.57,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
331.22,331.65,329.234,329.647,105P05460,2.26,1.12,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
331.65,331.91,329.647,329.881,105+05460,1.88,1.1,0.26,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
331.91,332.12,329.881,330.087,105P05459,1.71,1.09,0.21,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
332.12,333.04,330.087,331,105+05459,1.62,1.08,0.91,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
333.04,333.3,331,331.237,105P05458,1.6,1.07,0.54,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
333.3,333.31,331.237,331.289,105P05458,1.6,1.07,0.54,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
333.31,333.59,331.289,331.526,105P05458,1.6,1.07,0.54,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
333.59,335.08,331.526,332.955,105+05458,1.6,1.06,1.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
335.08,335.38,332.955,333.253,105P05457,1.58,1.06,0.62,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
335.38,335.39,333.253,333.26,105P05457,1.58,1.06,0.62,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
335.39,335.71,333.26,333.569,105P05457,1.58,1.06,0.62,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
335.71,336.13,333.569,333.994,105+05457,1.5,1.06,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
336.13,336.44,333.994,334.289,105P05456,1.55,1.06,0.61,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
336.44,336.45,334.289,334.294,105P05456,1.55,1.06,0.61,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
336.45,336.74,334.294,334.586,105P05456,1.55,1.06,0.61,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
336.74,337.77,334.586,335.592,105+05456,1.86,1.09,1.02,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
337.77,338.1,335.592,335.911,105P05455,2.64,1.09,0.7,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
338.1,338.48,335.911,336.311,105P05455,2.64,1.09,0.7,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
338.48,338.68,336.311,336.529,105+05455,1.87,1.1,0.21,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
338.68,339,336.529,336.901,105P05454,1.81,1.09,0.32,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
339,339.49,336.901,337.47,105+05454,1.91,1.09,0.48,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
339.49,340.31,337.47,338.291,105P05453,2.61,1.08,0.87,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
340.31,340.35,338.291,338.324,105P05453,2.61,1.08,0.87,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
340.35,340.7,338.324,338.772,105+05453,1.67,1.05,0.34,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
340.7,340.83,338.772,338.895,105P05452,1.18,1.03,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
340.83,341.59,338.895,339.688,,0,0,,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
341.59,341.89,339.688,339.961,105+05452,1.09,1.03,0.74,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
341.89,342.22,339.961,340.276,105P05451,1.05,1.02,0.33,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
342.22,343.26,340.276,341.337,105+05451,1.04,1.01,3.91,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
343.26,352.68,341.337,350.777,,0,0,,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
352.68,352.77,350.777,350.866,105P05164,1.07,1.04,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
352.77,353.49,350.866,351.737,105+05448,1.14,1.03,0.72,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
353.49,354.01,351.737,352.306,105P05447,1.2,1.05,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
354.01,357.81,352.306,356.236,105+05447,1.04,1.02,3.8,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
357.81,358.26,356.236,356.848,105P05446,1.04,1.02,0.44,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
358.26,364.95,356.848,363.76,105+05446,1.03,1.02,6.68,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
364.95,365.38,363.76,364.195,105P05445,1.05,1.02,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
365.38,370.14,364.195,368.958,105+05445,1.04,1.02,4.73,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
370.14,370.56,368.958,369.292,105P05444,1.04,1.02,0.42,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
370.56,375.4,369.292,373.91,105+05444,1.04,1.02,4.82,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
375.4,375.77,373.91,374.22,105P05443,1.07,1.02,0.36,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
375.77,381.01,374.22,379.111,105+05443,1.06,1.02,5.2,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
381.01,381.24,379.111,379.412,105P05442,1.05,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
381.24,381.5,379.412,379.653,105P05442,1.05,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
381.5,391.59,379.653,389.459,105+05442,1.09,1.03,10.03,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
391.59,391.85,389.459,389.7,105P05441,1.07,1.03,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
391.85,392.02,389.7,389.91,105P05441,1.07,1.03,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
392.02,395.88,389.91,393.763,105+05441,1.08,1.02,3.85,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
395.88,396.13,393.763,394.019,105P05440,1.11,1.03,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
396.13,396.15,394.019,394.039,105P05440,1.11,1.03,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
396.15,396.41,394.039,394.328,105P05440,1.11,1.03,0.52,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
396.41,407.29,394.328,405.144,105+05440,1.05,1.02,10.86,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
407.29,407.64,405.144,405.501,105P05439,1.07,1.03,0.35,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
407.64,413.75,405.501,411.542,105+05439,1.1,1.03,6.09,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
413.75,413.97,411.542,411.742,105+05222,1.14,1.04,0.22,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
413.97,414.41,411.742,412.155,105P05221,1.06,1.03,0.43,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
414.41,419.7,412.155,417.298,105+05221,1.05,1.03,5.27,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
419.7,420.16,417.298,417.661,105P05220,1.05,1.03,0.46,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
420.16,427.04,417.661,424.424,105+05220,1.04,1.02,6.86,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
427.04,427.44,424.424,424.824,105P05219,1.04,1.02,0.39,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
427.44,430.78,424.824,428.103,105+05219,1.03,1.02,3.33,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
430.78,431.27,428.103,428.526,105P05218,1.04,1.02,0.49,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
431.27,434.03,428.526,431.372,105+05218,1.05,1.02,2.76,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
434.03,434.48,431.372,431.913,105P05217,1.05,1.02,0.45,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
434.48,441.49,431.913,439.185,105+05217,1.04,1.02,7.01,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
441.49,441.88,439.185,439.609,105P05216,1.04,1.02,0.39,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
441.88,449.84,439.609,447.561,105+05216,1.04,1.02,7.94,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
449.84,450.24,447.561,447.961,105P05215,1.06,1.03,0.4,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
450.24,461.88,447.961,459.56,,0,0,,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
461.88,462.3,459.56,459.968,105P05214,1.04,1.03,0.42,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
462.3,464.98,459.968,462.646,105+05214,1.04,1.03,2.67,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
464.98,465.21,462.646,462.883,105P05213,1.07,1.03,0.5,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
465.21,465.49,462.883,463.238,105P05213,1.07,1.03,0.5,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
465.49,474.66,463.238,472.24,105+05213,1.04,1.02,9.13,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
474.66,474.96,472.24,472.561,105P05212,1.05,1.02,0.3,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
474.96,478.56,472.561,476.087,105+05212,1.05,1.02,3.59,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
478.56,479.07,476.087,476.687,105P05211,1.19,1.03,0.51,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
479.07,479.66,476.687,477.27,105+05211,1.13,1.03,0.59,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
479.66,480.11,477.27,477.7,105P05210,1.06,1.02,0.45,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
480.11,489.86,477.7,487.52,105+05210,1.04,1.02,9.76,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
489.86,490.23,487.52,487.858,105P05209,1.06,1.02,0.67,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
490.23,490.24,487.858,487.868,105P05209,1.06,1.02,0.67,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
490.24,490.53,487.868,488.169,105P05209,1.06,1.02,0.67,1_CA,1,CA/OR Border to I-5/SR-99 Interchange
